,City,Country,Latitude,Longitude,Max Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Date
283,Ternate,ID,0.8,127.4,82.38,73,89,1.32,2021-10-22
284,Kulhudhuffushi,MV,6.6221,73.07,81.7,77,71,8.63,2021-10-22
285,Santa Fe,AR,-31.6333,-60.7,72.91,54,0,5.99,2021-10-22
286,Samarai,PG,-10.6167,150.6667,81.37,77,91,12.8,2021-10-22
287,Narsaq,GL,60.9167,-46.05,32.22,90,100,2.33,2021-10-22
288,Labuan,MY,5.2767,115.2417,82.56,83,20,0.0,2021-10-22
289,Shelburne,CA,44.0787,-80.2041,38.75,96,97,12.26,2021-10-22
290,Playas,EC,-2.6333,-80.3833,71.13,86,100,8.95,2021-10-22
291,Viedma,AR,-40.8135,-62.9967,57.94,48,41,13.44,2021-10-22
292,Lagoa,PT,39.05,-27.9833,67.68,70,75,6.8,2021-10-22
293,Springville,US,40.1652,-111.6107,55.81,67,1,0.0,2021-10-22
294,Batticaloa,LK,7.7102,81.6924,82.96,76,43,8.81,2021-10-22
295,Yumen,CN,40.2833,97.2,50.61,22,52,15.68,2021-10-22
296,Mount Gambier,AU,-37.8333,140.7667,51.71,93,90,6.91,2021-10-22
297,Maltahöhe,NA,-24.8333,16.9833,80.96,5,2,19.1,2021-10-22
298,Touros,BR,-5.1989,-35.4608,85.1,68,97,12.41,2021-10-22
299,Pitimbu,BR,-7.4706,-34.8086,82.99,67,96,10.38,2021-10-22
300,Beringovskiy,RU,63.05,179.3167,18.84,88,100,14.99,2021-10-22
301,Kununurra,AU,-15.7667,128.7333,87.78,62,14,8.05,2021-10-22
302,Caconda,AO,-13.7333,15.0667,87.53,19,28,4.18,2021-10-22
303,Chardara,KZ,41.2547,67.9692,50.86,33,76,2.21,2021-10-22
304,Tazmalt,DZ,36.3868,4.3989,79.5,24,19,4.94,2021-10-22
305,Carpinteria,US,34.3989,-119.5185,62.6,36,72,3.0,2021-10-22
306,Casa Branca,BR,-21.7739,-47.0864,63.93,57,0,1.34,2021-10-22
307,Warmbad,NA,-28.45,18.7333,71.24,27,29,12.48,2021-10-22
308,Sabha,LY,27.0377,14.4283,87.62,18,95,15.88,2021-10-22
309,Boké,GN,10.9409,-14.2967,89.13,48,35,3.91,2021-10-22
310,Lüderitz,NA,-26.6481,15.1594,63.97,66,21,14.92,2021-10-22
311,Hastings,GB,50.8552,0.5729,56.19,67,20,17.49,2021-10-22
312,Yulara,AU,-25.2406,130.9889,85.84,11,0,8.05,2021-10-22
313,Namatanai,PG,-3.6667,152.4333,77.45,85,100,4.94,2021-10-22
314,Tsimmerbude,RU,54.675,20.1347,48.25,81,100,27.25,2021-10-22
315,Khāsh,IR,28.2211,61.2158,68.18,22,0,9.8,2021-10-22
316,Paita,PE,-5.0892,-81.1144,64.85,87,97,11.05,2021-10-22
317,Carnarvon,AU,-24.8667,113.6333,71.67,83,6,17.27,2021-10-22
318,Plavsk,RU,53.7094,37.2919,54.14,61,39,21.41,2021-10-22
319,Okhotsk,RU,59.3833,143.3,19.99,94,100,7.18,2021-10-22
320,Rio Grande,BR,-32.035,-52.0986,60.94,73,0,5.73,2021-10-22
321,Half Moon Bay,US,37.4636,-122.4286,65.41,89,90,5.99,2021-10-22
322,Mithi,PK,24.7318,69.7981,84.88,52,4,18.86,2021-10-22
323,Cururupu,BR,-1.8283,-44.8683,85.8,64,94,4.99,2021-10-22
324,Bhādāsar,IN,28.2833,74.3167,87.75,26,0,14.29,2021-10-22
325,Bowen,AU,-20.0167,148.2333,75.42,84,2,11.32,2021-10-22
326,Vagay,RU,57.9375,69.0217,35.02,92,100,10.0,2021-10-22
327,Toba,JP,34.4833,136.85,64.4,62,4,16.51,2021-10-22
328,Barra do Garças,BR,-15.89,-52.2567,87.17,44,50,6.26,2021-10-22
329,Caravelas,BR,-17.7125,-39.2481,75.79,81,100,7.2,2021-10-22
330,Kharitonovo,RU,61.4009,47.4978,49.37,86,100,12.97,2021-10-22
331,Airai,TL,-8.9266,125.4092,65.21,84,90,0.89,2021-10-22
332,Mbamba,NG,9.9833,13.1,88.05,48,95,2.84,2021-10-22
333,Hualmay,PE,-11.0964,-77.6139,62.65,85,69,7.83,2021-10-22
334,Yanam,IN,16.7333,82.2167,93.6,72,53,3.4,2021-10-22
335,Sīwah,EG,29.2041,25.5195,79.84,30,0,8.1,2021-10-22
336,Yatou,CN,37.15,122.3833,51.3,55,2,6.13,2021-10-22
337,Codrington,AU,-38.2667,141.9667,54.0,91,94,10.85,2021-10-22
338,Ikwiriri,TZ,-7.9562,38.9716,89.13,43,93,9.62,2021-10-22
339,Monteagudo,BO,-19.8167,-63.9833,62.38,40,17,2.01,2021-10-22
340,Hobyo,SO,5.3505,48.5268,82.49,67,26,14.0,2021-10-22
341,Ramnagar,IN,29.4,79.1167,71.89,73,0,1.59,2021-10-22
342,Paramonga,PE,-10.6667,-77.8333,62.65,87,99,7.14,2021-10-22
343,Robertson,US,36.5167,-86.8667,50.9,96,90,0.0,2021-10-22
344,Vila Velha,BR,-20.3297,-40.2925,73.35,68,75,6.91,2021-10-22
345,Neuquén,AR,-38.9516,-68.0591,49.89,57,0,4.61,2021-10-22
346,Tuatapere,NZ,-46.1333,167.6833,47.05,84,86,2.95,2021-10-22
347,Bilma,NE,18.6853,12.9164,99.57,9,17,16.91,2021-10-22
348,Pangody,RU,65.85,74.4859,28.4,97,98,9.17,2021-10-22
349,Otofuke,JP,42.9917,143.2003,40.15,94,48,2.64,2021-10-22
350,Zeya,RU,53.75,127.2667,35.01,83,87,2.37,2021-10-22
351,Mossamedes,AO,-15.1961,12.1522,79.43,61,0,11.5,2021-10-22
352,Sangmélima,CM,2.9333,11.9833,84.96,49,49,4.81,2021-10-22
353,Clarence Town,AU,-32.5833,151.7833,66.85,97,2,2.71,2021-10-22
354,Batagay-Alyta,RU,67.8006,130.4114,9.25,96,98,1.7,2021-10-22
355,Arawa,PG,-6.2132,155.5367,75.85,90,100,1.79,2021-10-22
356,Jizan,SA,17.3333,42.6667,94.14,38,86,19.13,2021-10-22
357,Thinadhoo,MV,0.5333,72.9333,83.19,70,27,11.48,2021-10-22
358,Ilulissat,GL,69.2167,-51.1,4.1,77,12,6.04,2021-10-22
359,Urucará,BR,-2.5364,-57.76,82.0,69,98,2.37,2021-10-22
360,Harare,ZW,-17.8294,31.0539,81.82,38,18,2.51,2021-10-22
361,Ust-Kuyga,RU,70.0167,135.6,2.71,97,96,4.45,2021-10-22
362,Tanza,PH,14.6753,120.9389,87.85,64,72,6.42,2021-10-22
363,Akdepe,TM,42.0551,59.3788,55.49,24,25,7.0,2021-10-22
364,Burns Lake,CA,54.2331,-125.7533,36.82,93,100,3.91,2021-10-22
365,Kokopo,PG,-4.352,152.2633,75.83,90,100,5.77,2021-10-22
366,Xining,CN,36.6167,101.7667,47.62,61,30,1.68,2021-10-22
367,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,37,0,9.22,2021-10-22
368,Parnamirim,BR,-5.9156,-35.2628,84.54,74,75,11.5,2021-10-22
369,Galle,LK,6.0367,80.217,80.49,83,92,8.01,2021-10-22
370,Port Moresby,PG,-9.4431,147.1797,80.02,83,40,11.5,2021-10-22
371,Boa Vista,BR,2.8197,-60.6733,73.38,94,90,4.61,2021-10-22
372,La Cumbre,AR,-30.982,-64.4914,69.46,44,0,7.0,2021-10-22
373,Mitchell,US,43.7094,-98.0298,38.73,87,1,5.01,2021-10-22
374,Aklavik,CA,68.2191,-135.0107,32.83,89,27,2.21,2021-10-22
375,Valleyview,CA,55.0667,-117.2859,41.04,65,94,10.36,2021-10-22
376,Bukachacha,RU,52.9833,116.9167,30.87,88,21,1.86,2021-10-22
377,Vanderhoof,CA,54.0166,-124.0198,49.28,62,100,10.76,2021-10-22
378,Oktyabr'skoye,RU,43.0645,44.7417,69.94,26,0,4.47,2021-10-22
379,Taltal,CL,-25.4,-70.4833,59.32,69,0,3.4,2021-10-22
380,Dolinsk,RU,47.35,142.8,30.06,87,75,3.78,2021-10-22
381,Charters Towers,AU,-20.1,146.2667,76.78,61,65,10.6,2021-10-22
382,Hermosillo,MX,29.0667,-110.9667,72.84,44,0,4.0,2021-10-22
383,Pangnirtung,CA,66.1451,-65.7125,28.4,74,75,3.44,2021-10-22
384,Hambantota,LK,6.1241,81.1185,84.54,84,40,8.05,2021-10-22
385,Coahuayana Viejo,MX,18.7333,-103.6833,77.05,90,99,3.31,2021-10-22
386,Nicoya,CR,10.1483,-85.452,73.24,95,97,1.05,2021-10-22
387,Utete,TZ,-7.986,38.758,91.81,38,85,5.93,2021-10-22
388,Santiago del Estero,AR,-27.7951,-64.2615,73.8,31,0,15.66,2021-10-22
389,San Ramon,US,37.7799,-121.978,63.95,81,90,1.99,2021-10-22
390,Hervey Bay,AU,-25.2986,152.8535,77.04,85,67,11.61,2021-10-22
391,Kota Belud,MY,6.351,116.4305,77.76,87,98,3.2,2021-10-22
392,Qaqortoq,GL,60.7167,-46.0333,32.5,94,100,8.59,2021-10-22
393,Kandrian,PG,-6.2167,149.55,77.25,90,84,7.02,2021-10-22
394,Zhigansk,RU,66.7697,123.3711,8.8,99,99,3.11,2021-10-22
395,Emirdağ,TR,39.0197,31.15,68.34,25,1,1.1,2021-10-22
396,Aripuanã,BR,-9.1667,-60.6333,79.81,81,90,2.82,2021-10-22
397,Koslan,RU,63.4564,48.8989,38.52,99,100,5.03,2021-10-22
398,Bam,IR,29.106,58.357,70.93,21,1,17.78,2021-10-22
399,Raudeberg,NO,61.9875,5.1352,45.19,81,100,7.0,2021-10-22
400,Russell,US,32.3502,-85.1999,65.97,89,20,3.44,2021-10-22
401,Bayir,TR,37.2687,28.2167,68.52,37,0,7.45,2021-10-22
402,Maués,BR,-3.3836,-57.7186,79.79,80,86,2.21,2021-10-22
403,Den Helder,NL,52.9599,4.7593,53.98,77,75,18.01,2021-10-22
404,Zambezi,ZM,-13.5432,23.1047,90.39,28,83,4.38,2021-10-22
405,Yar-Sale,RU,66.8333,70.8333,28.65,85,100,7.02,2021-10-22
406,Topeka,US,39.0483,-95.678,42.26,94,40,0.0,2021-10-22
407,Aztec,US,36.8222,-107.9929,47.3,37,52,6.67,2021-10-22
408,Meulaboh,ID,4.1363,96.1285,78.04,88,100,6.15,2021-10-22
409,Corinth,GR,37.9407,22.9573,78.84,65,1,1.01,2021-10-22
410,Sanmenxia,CN,34.7747,111.1814,53.87,62,98,8.48,2021-10-22
411,Gimli,CA,50.6336,-96.9907,35.62,80,98,9.22,2021-10-22
412,Shenzhen,CN,22.5455,114.0683,68.22,77,100,11.12,2021-10-22
413,Sīta Road,PK,27.0333,67.85,98.1,21,0,7.09,2021-10-22
414,Shāhgarh,IN,24.3167,79.1333,78.39,47,0,2.71,2021-10-22
415,La Palma,US,33.8464,-118.0467,63.34,93,90,3.0,2021-10-22
416,Fuerte Olimpo,PY,-21.0415,-57.8738,85.35,40,13,8.68,2021-10-22
417,Kota Kinabalu,MY,5.9749,116.0724,77.88,100,40,9.22,2021-10-22
418,Sijunjung,ID,-0.6876,100.9537,74.57,95,100,1.3,2021-10-22
419,Forio,IT,40.7342,13.8646,71.26,79,96,16.53,2021-10-22
420,Córdoba,AR,-31.4135,-64.1811,77.41,42,0,8.01,2021-10-22
421,Santa Marinella,IT,42.0345,11.8536,76.28,88,95,14.63,2021-10-22
422,Kangaba,ML,11.9333,-8.4167,89.11,53,62,3.51,2021-10-22
423,Novodugino,RU,55.6305,34.2842,47.73,65,54,21.25,2021-10-22
424,Tibiri,NE,13.5627,7.0485,93.54,49,0,2.3,2021-10-22
425,Arteaga,MX,18.4667,-102.4167,62.94,96,99,1.81,2021-10-22
426,Margate,GB,51.3813,1.3862,56.91,59,51,4.0,2021-10-22
427,Gomel,BY,52.4345,30.9754,55.38,44,0,26.84,2021-10-22
428,Baisha,CN,26.5222,110.9311,49.91,97,100,2.26,2021-10-22
429,Porto de Moz,BR,-1.7483,-52.2383,81.95,74,66,3.31,2021-10-22
430,Vardø,NO,70.3705,31.1107,33.78,75,75,13.8,2021-10-22
431,Kuybyshevo,RU,47.8123,38.9073,66.65,45,9,18.43,2021-10-22
432,Sirte,LY,31.2089,16.5887,82.9,36,98,13.65,2021-10-22
433,Andalucía,CO,4.1706,-76.1664,50.49,95,97,1.16,2021-10-22
434,Broome,US,42.2506,-75.833,55.85,79,90,1.01,2021-10-22
435,Shingū,JP,33.7333,135.9833,54.81,77,23,7.85,2021-10-22
436,Cidreira,BR,-30.1811,-50.2056,67.95,68,2,4.38,2021-10-22
437,Dubti,ET,11.7361,41.0853,98.73,20,67,7.05,2021-10-22
438,Matara,LK,5.9485,80.5353,80.46,83,79,8.81,2021-10-22
439,Milton,US,34.1322,-84.3007,63.07,96,11,5.46,2021-10-22
440,Kavaratti,IN,10.5669,72.642,82.62,75,40,2.35,2021-10-22
441,Swan Hill,AU,-35.3378,143.5544,65.44,69,98,13.27,2021-10-22
442,Praia da Vitória,PT,38.7333,-27.0667,71.85,78,20,12.24,2021-10-22
443,Hopkinton,US,41.4612,-71.7776,66.51,83,20,5.01,2021-10-22
444,Lodja,CD,-3.4833,23.4333,85.57,52,99,3.24,2021-10-22
445,Chernyshevskiy,RU,63.0128,112.4714,33.6,86,100,9.51,2021-10-22
446,Talnakh,RU,69.4865,88.3972,15.55,96,100,3.89,2021-10-22
447,Salalah,OM,17.0151,54.0924,81.01,61,48,6.76,2021-10-22
448,Mathbaria,BD,22.2876,89.9593,78.01,76,59,2.91,2021-10-22
449,Kapustin Yar,RU,48.5831,45.7372,66.13,28,70,18.3,2021-10-22
450,Yondó,CO,7.0062,-73.9097,71.91,99,95,0.43,2021-10-22
451,Wenatchee,US,47.4235,-120.3103,55.8,92,90,3.44,2021-10-22
452,Egvekinot,RU,66.3167,-179.1667,11.48,89,90,5.88,2021-10-22
453,Sidi Ali,DZ,36.0998,0.4206,72.37,52,33,14.27,2021-10-22
454,Kayamkulam,IN,9.1833,76.5,81.88,78,99,5.68,2021-10-22
455,La Asuncion,VE,11.0333,-63.8628,87.53,70,63,6.91,2021-10-22
456,San Angelo,US,31.4638,-100.437,64.54,94,1,3.0,2021-10-22
457,Kieta,PG,-6.2167,155.6333,77.65,84,100,2.28,2021-10-22
458,Honningsvåg,NO,70.9821,25.9704,35.56,62,100,20.6,2021-10-22
459,Robertsport,LR,6.7533,-11.3686,81.09,77,99,6.31,2021-10-22
460,Vallenar,CL,-28.5708,-70.7581,62.24,44,0,2.55,2021-10-22
461,Bandrele,YT,-12.9067,45.1914,83.95,65,90,8.05,2021-10-22
462,Zaranj,AF,30.9667,61.8833,69.76,18,0,28.7,2021-10-22
463,Dwārka,IN,22.2394,68.9678,81.36,59,2,14.65,2021-10-22
464,Cam Ranh,VN,11.9214,109.1591,82.36,78,20,9.22,2021-10-22
465,Abu Samrah,SY,35.3029,37.1841,77.67,27,0,1.72,2021-10-22
466,Damietta,EG,31.4165,31.8133,78.69,62,22,13.58,2021-10-22
467,Iporá,BR,-16.4419,-51.1178,83.95,42,13,6.35,2021-10-22
468,Nikolayevsk-on-Amur,RU,53.1406,140.73,28.18,89,42,5.41,2021-10-22
469,Pangkalanbuun,ID,-2.6833,111.6167,74.75,94,100,2.64,2021-10-22
470,Muhafazat Lahij,YE,13.1667,44.5833,87.15,50,56,15.52,2021-10-22
471,Simao,CN,22.7886,100.9748,61.77,99,92,3.36,2021-10-22
472,Saint-Ambroise,CA,48.5501,-71.3324,54.14,100,100,8.05,2021-10-22
473,Sarny,UA,51.338,26.6019,54.57,40,34,18.77,2021-10-22
474,Carauari,BR,-4.8828,-66.8958,75.2,94,100,2.62,2021-10-22
475,Babu,CN,24.4167,111.5167,56.75,82,100,5.61,2021-10-22
476,Kemijärvi,FI,66.7131,27.4306,30.63,78,100,17.18,2021-10-22
477,Aparan,AM,40.5932,44.3589,54.68,29,0,2.1,2021-10-22
478,Djibouti,DJ,11.5,42.5,87.22,33,83,15.68,2021-10-22
479,Mayna,RU,54.1135,47.6231,52.74,66,100,19.35,2021-10-22
480,Mayo,US,38.8876,-76.5119,63.16,82,50,1.01,2021-10-22
481,Canals,ES,38.9625,-0.5844,65.8,92,100,1.01,2021-10-22
482,Talaya,RU,61.3833,152.75,-10.46,85,44,1.39,2021-10-22
483,Nishihara,JP,26.1842,127.7558,72.68,62,90,10.36,2021-10-22
484,Wagar,SD,16.1525,36.2032,101.19,13,29,13.44,2021-10-22
485,Nadym,RU,65.5333,72.5167,29.93,98,100,6.24,2021-10-22
486,Nortelândia,BR,-14.4547,-56.8028,87.4,54,67,5.39,2021-10-22
487,Balyqshy,KZ,47.0667,51.8667,59.0,67,0,22.37,2021-10-22
488,Saint-Pierre,RE,-21.3393,55.4781,82.56,71,75,10.36,2021-10-22
489,Kutum,SD,14.2,24.6667,88.83,15,77,13.58,2021-10-22
490,Santa Cruz de la Sierra,BO,-17.8,-63.1667,78.85,69,20,10.36,2021-10-22
491,Akdağmadeni,TR,39.6603,35.8836,63.43,17,0,6.87,2021-10-22
492,Morón,AR,-34.6534,-58.6198,71.02,64,35,3.02,2021-10-22
493,Rincon,US,32.296,-81.2354,71.46,99,40,6.91,2021-10-22
494,Evensk,RU,61.95,159.2333,4.87,76,12,7.9,2021-10-22
495,Abadan,TM,38.0507,58.2056,60.53,48,75,11.5,2021-10-22
496,Klaksvík,FO,62.2266,-6.589,43.72,57,94,12.1,2021-10-22
497,Sola,VU,-13.8833,167.55,80.83,75,54,5.93,2021-10-22
498,Umm Kaddadah,SD,13.6017,26.6876,94.26,15,88,14.32,2021-10-22
499,Valparaíso,CL,-33.0393,-71.6273,58.48,80,90,2.3,2021-10-22
500,Faya,SA,18.3851,42.4509,77.52,14,23,10.69,2021-10-22
501,Westport,US,41.1415,-73.3579,64.44,85,75,5.01,2021-10-22
502,Brookhaven,US,31.5791,-90.4407,62.26,89,33,4.47,2021-10-22
503,Lompoc,US,34.6391,-120.4579,60.1,92,90,3.44,2021-10-22
504,Moussoro,TD,13.6408,16.4901,99.36,20,43,7.27,2021-10-22
505,Katherine,AU,-14.4667,132.2667,89.92,48,57,8.05,2021-10-22
506,Havre-St-Pierre,CA,50.2334,-63.5986,45.19,87,90,13.8,2021-10-22
507,Butte,US,39.6499,-121.5677,63.95,88,90,20.71,2021-10-22
508,Mildura,AU,-34.2,142.15,73.36,33,7,10.36,2021-10-22
509,Asău,RO,46.4333,26.4,65.32,53,99,8.63,2021-10-22
510,Hukuntsi,BW,-24.0,21.75,84.04,8,0,16.42,2021-10-22
511,Luanda,AO,-8.8368,13.2343,78.8,83,75,5.75,2021-10-22
512,Montmagny,FR,48.9734,2.3469,58.6,67,0,9.22,2021-10-22
513,General Pico,AR,-35.6566,-63.7568,59.27,83,100,12.68,2021-10-22
514,Horadiz,AZ,39.4488,47.3353,66.97,45,0,6.55,2021-10-22
515,Qingquan,CN,30.4511,115.2559,58.26,59,100,1.05,2021-10-22
516,Temir,KZ,49.1414,57.13,54.68,41,99,21.03,2021-10-22
517,Nyzhni Sirohozy,UA,46.8484,34.3804,71.98,34,9,12.44,2021-10-22
518,Port Dover,CA,42.7834,-80.1997,44.2,90,97,12.06,2021-10-22
519,Paamiut,GL,61.994,-49.6678,36.77,78,93,17.18,2021-10-22
520,Mogadishu,SO,2.0371,45.3438,85.87,94,40,14.97,2021-10-22
521,Labuhan,ID,-6.8844,112.2051,83.97,73,81,4.85,2021-10-22
522,Pemangkat,ID,1.1667,108.9667,77.86,83,100,2.89,2021-10-22
523,Snezhnogorsk,RU,69.1933,33.2531,31.78,62,98,21.81,2021-10-22
524,Esperance,AU,-33.8667,121.9,53.44,65,25,9.31,2021-10-22
525,Kawalu,ID,-7.3817,108.2082,73.98,96,100,2.62,2021-10-22
526,São Filipe,CV,14.8961,-24.4956,83.5,58,0,5.82,2021-10-22
527,Vila Franca do Campo,PT,37.7167,-25.4333,70.21,63,69,5.59,2021-10-22
528,Mbanza-Ngungu,CD,-5.25,14.8667,80.13,63,90,8.37,2021-10-22
529,Marsaxlokk,MT,35.8419,14.5431,77.07,78,20,13.8,2021-10-22
530,Tasiilaq,GL,65.6145,-37.6368,30.79,67,100,4.34,2021-10-22
531,Abu Kamal,SY,34.4506,40.9171,82.0,17,0,8.84,2021-10-22
532,Virginia Beach,US,36.8529,-75.978,67.03,86,63,1.01,2021-10-22
533,Barentu,ER,15.1139,37.5928,93.79,16,9,7.43,2021-10-22
534,Montgomery,US,39.1501,-77.1997,61.23,76,1,5.01,2021-10-22
535,San Vicente,AR,-26.6167,-54.1333,72.37,49,0,3.2,2021-10-22
536,Gwadar,PK,25.1216,62.3254,82.11,66,0,15.79,2021-10-22
537,Hay River,CA,60.8156,-115.7999,33.78,75,20,5.75,2021-10-22
538,Mount Darwin,ZW,-16.7725,31.5838,94.3,18,6,4.38,2021-10-22
539,Boundiali,CI,9.5217,-6.4869,87.46,58,75,2.26,2021-10-22
540,Dāmghān,IR,36.1683,54.348,61.03,25,0,3.02,2021-10-22
541,Santa Maria,BR,-29.6842,-53.8069,61.9,88,75,9.22,2021-10-22
542,Kota Bharu,MY,6.1333,102.2386,82.35,88,20,5.01,2021-10-22
543,Tarko-Sale,RU,64.9225,77.785,32.2,100,100,8.46,2021-10-22
544,Cabrobó,BR,-8.5142,-39.31,81.55,60,84,3.09,2021-10-22
545,Ipixuna,BR,-1.7625,-48.8043,80.55,65,88,4.32,2021-10-22
546,Altay,CN,47.8667,88.1167,44.19,46,65,7.49,2021-10-22
547,Voh,NC,-20.9667,164.7,69.93,89,8,1.7,2021-10-22
548,Miracema do Tocantins,BR,-9.5618,-48.3967,80.76,72,100,4.32,2021-10-22
549,Inta,RU,66.0317,60.1659,30.43,76,98,7.65,2021-10-22
550,Palana,RU,59.1167,159.9667,22.41,94,100,1.9,2021-10-22
551,Pavlovka,RU,52.6897,47.1405,57.47,58,98,19.44,2021-10-22
552,Itoman,JP,26.1247,127.6694,73.42,60,75,20.71,2021-10-22
553,Maralal,KE,1.0968,36.698,74.3,40,65,8.37,2021-10-22
554,Itupiranga,BR,-5.1347,-49.3267,73.72,88,100,0.4,2021-10-22
555,Narrabri,AU,-30.3167,149.7833,67.51,55,0,6.91,2021-10-22
556,Dhidhdhoo,MV,6.8833,73.1,81.84,77,80,9.17,2021-10-22
557,Pontianak,ID,-0.0333,109.3333,78.78,88,20,4.61,2021-10-22
558,Big Spring,US,32.2504,-101.4787,65.68,92,1,1.99,2021-10-22
559,Zaraza,VE,9.3503,-65.3245,76.66,81,100,2.93,2021-10-22
560,Esna,EG,25.2934,32.554,87.82,17,0,16.49,2021-10-22
561,Hailey,US,43.5196,-114.3153,44.46,70,40,6.91,2021-10-22
562,Abū Zabad,SD,12.35,29.25,95.65,28,92,1.21,2021-10-22
563,Chimbote,PE,-9.0853,-78.5783,62.31,89,99,6.71,2021-10-22
564,Staroutkinsk,RU,57.2302,59.3348,42.6,97,100,11.54,2021-10-22
565,Yarmouth,US,41.7057,-70.2286,67.17,89,75,11.01,2021-10-22
566,Gujar Khan,PK,33.2558,73.3026,79.63,31,50,9.48,2021-10-22
567,Zaysan,KZ,47.4667,84.8667,36.64,86,100,10.4,2021-10-22
568,Barabinsk,RU,55.3571,78.357,38.71,53,87,15.95,2021-10-22
569,Rockhampton,AU,-23.3833,150.5,76.89,78,75,8.05,2021-10-22
